Time,AAT,ACC,AHT,AIV,AKR,AMH,APLE,AVB,BDN,BRX,BXP,CBL,CLDT,CLI,COLD,CPLG,CPT,CUBE,CUZ,CXP,DEA,DEI,DHC,DLR,DRE,DRH,EGP,ELS,EQC,EQR,ESRT,ESS,EXR,FR,FRT,FSP,HIW,HPP,HR,HST,HT,INN,INVH,IRT,JBGS,KIM,KRC,KRG,LSI,LTC,MAA,MAC,NSA,OFC,OPI,PDM,PEAK,PEB,PEI,PGRE,PK,PSA,PSB,QTS,REG,RESI,REXR,RHP,RLJ,ROIC,RPAI,RPT,RVI,SCHH,SHO,SITC,SKT,SLG,SPG,SRG,SUI,SVC,TCO,UDR,UE,UHT,VNO,VTR,WELL,WPG,WRE,WRI,XHR
2020-03-16 17:05:00,27.3148,30.6515,0.7005,40.0693,16.7441,24.6545,7.3042,174.7432,10.2608,12.3458,106.1584,0.4325,6.5848,16.7439,25.5792,3.975,84.7094,25.288,26.3956,12.4733,20.7676,30.7087,3.0125,132.371,28.7613,4.1482,95.832,58.764,30.6432,65.6005,9.1125,246.0667,89.3792,29.6642,93.6209,3.8725,35.0449,22.6336,30.2929,9.6957,4.1709,4.2336,24.005,10.3603,29.6963,10.8615,60.2384,11.1725,89.3386,29.0009,114.1098,9.9923,25.9205,20.5176,19.1107,16.1178,23.7685,8.4541,1.4159,8.4407,7.5703,196.9663,,50.9058,48.5921,10.5174,37.3848,29.065,6.4904,10.7877,6.2751,8.17,,33.2341,8.0019,6.8235,6.7858,58.0247,75.6662,16.3367,130.1802,6.9095,43.873,39.9311,11.3224,,37.4254,25.8709,41.9127,1.3084,23.2534,17.9203,9.7039
2020-03-16 17:06:00,27.054,30.6538,0.7,39.9805,16.7359,24.5885,7.3045,174.5718,10.25,12.3135,106.0573,0.4402,6.5695,16.7333,25.555,,84.6273,25.2713,26.3477,12.4322,20.6981,,3.0041,132.2725,28.7152,4.1362,95.5512,58.7924,30.6124,65.4957,9.1044,245.6303,89.3438,29.6354,93.6457,3.8681,34.985,22.6174,30.3057,9.6854,4.1643,4.2338,24.0052,,29.62,10.8611,60.2415,11.175,89.2203,28.9001,114.0746,9.9815,,20.5043,,16.1062,23.725,8.4541,1.4153,8.4319,7.574,196.7824,113.5959,50.9103,48.5126,10.4905,37.2754,29.0015,6.4947,10.7696,6.2673,8.1528,,33.1895,7.9884,6.8126,6.7856,57.9951,75.7358,16.2525,130.1509,6.9034,43.867,39.832,11.3184,,37.3856,25.9164,41.8073,1.3062,23.2341,17.8848,9.6942
2020-03-16 17:07:00,27.017,30.6509,0.7001,39.9786,16.7431,24.5865,7.3028,174.4623,10.2489,12.3145,106.1056,0.4415,6.5791,16.7325,25.5598,,84.649,25.2609,26.3393,12.4108,20.7131,30.5976,3.0026,132.5034,28.7091,4.1383,95.2875,58.6402,30.6437,65.4505,9.101,,89.226,29.6404,93.6161,3.8368,34.9679,22.6145,30.2901,9.6812,4.1618,4.2325,24.0044,10.3535,29.665,10.8519,60.2379,11.1447,,28.8899,114.0398,9.9979,25.8995,20.506,19.142,16.0897,23.7226,8.4546,1.4138,8.4351,7.5708,196.7966,113.6305,50.9097,48.4967,,37.2944,,6.4936,10.7606,6.2715,,18.3739,33.21,7.9877,6.8012,6.7811,58.0673,75.7116,,130.1839,6.9058,43.8625,39.8261,11.3009,,37.3926,26.0156,41.8246,1.3041,23.2341,17.8747,9.699
2020-03-16 17:08:00,27.2555,30.6229,0.7001,39.9617,16.7552,24.5696,7.306,174.4376,10.2399,12.316,105.944,0.4402,,16.7307,25.5339,3.9799,84.5847,25.2247,26.3384,12.4255,,30.6661,3.0013,132.644,28.6971,4.1434,95.463,58.6074,30.6477,65.4426,9.0974,245.4469,89.2244,29.6393,93.5608,3.831,34.95,22.6153,30.3124,9.6804,4.1601,4.23,24.0038,10.3472,29.6941,10.8585,60.2559,11.1144,89.089,28.8855,114.0453,9.9698,25.9102,20.5432,19.1093,16.0958,23.6882,8.454,1.4152,8.4357,7.5718,196.563,113.4396,50.99,48.468,,37.2088,28.8643,6.501,10.7664,6.2727,,,33.1738,7.9915,6.8033,6.7815,58.0328,75.5671,,130.109,6.9049,43.862,39.8031,11.3118,,37.3765,26.0675,41.7603,1.3009,23.2455,17.8742,9.7045
2020-03-16 17:09:00,27.0416,30.6271,0.7,39.9917,16.7566,24.5534,7.3092,174.315,10.2303,12.2972,105.9123,0.4397,6.5682,16.7268,25.5297,3.975,84.5073,25.2087,26.3299,12.4278,20.7275,30.5584,3.0033,132.7972,28.683,4.1467,95.4784,58.4925,30.6238,65.4421,9.0802,245.4569,89.1624,29.606,93.5724,3.8141,34.9802,22.6404,30.3204,9.6774,4.1649,4.239,24.005,10.3371,29.7456,10.8304,60.2483,11.11,89.1481,28.8991,113.9236,9.9556,,20.5392,,16.1242,23.6363,8.4548,1.4152,8.4348,7.5701,196.5041,113.3068,51.07,48.5052,10.4841,37.1984,28.8075,6.5063,10.7666,6.2715,,,33.1553,7.9859,,6.7805,57.7936,75.3981,16.2581,129.6926,6.9039,43.8572,39.7084,11.3198,,37.3139,26.1237,41.6092,1.3032,23.3033,17.8593,9.7
2020-03-16 17:10:00,27.0194,30.6066,0.7001,39.9587,16.7589,24.5244,7.3188,174.2989,10.2189,12.3014,105.7996,0.4403,,16.7242,25.4928,3.9739,84.479,25.209,26.2946,12.3891,20.7565,30.448,3.0013,133.1633,28.6702,4.1511,95.3924,58.4541,30.6444,65.4201,9.0793,245.2035,89.1444,29.6316,93.4476,3.825,34.9401,22.638,30.2933,9.6566,4.1613,4.2548,24.0013,10.333,29.7275,10.8404,60.1862,11.11,89.133,,113.9107,9.9475,25.914,20.5182,19.12,16.1179,23.6133,8.4586,1.4154,8.4324,7.5702,,113.2125,51.1224,48.4717,,37.2409,28.7688,6.5056,10.7706,6.2656,,,33.1598,7.9757,6.8027,6.7821,57.7209,75.3274,16.2892,129.7753,6.9032,43.8581,39.7137,11.3301,,37.3638,26.0774,41.4647,1.305,23.3519,17.8335,9.6982
2020-03-16 17:11:00,27.0218,30.6356,0.7,40.0218,16.7618,24.5242,7.3326,174.5693,10.2336,12.292,105.9347,0.4402,6.584,16.7283,25.5206,3.9796,84.5763,25.2269,26.3953,12.4731,20.7776,30.4427,3.0036,133.0116,28.7094,4.1575,95.6402,58.4785,30.7505,65.4893,9.0878,245.7196,89.2957,29.6855,93.4017,3.8448,34.9787,22.6344,30.2923,9.6558,4.1607,4.2561,23.9961,10.3618,29.8257,10.8728,60.2169,11.1191,89.2298,28.9355,114.175,9.9526,25.9414,20.5732,19.1497,16.1358,23.7443,8.4711,1.4154,8.4346,7.5717,196.5108,113.7043,51.0726,48.4736,10.483,37.2531,28.7819,6.5081,10.7752,6.2813,8.1429,18.3704,33.165,7.9795,6.8003,6.7822,57.8885,75.3915,16.3556,129.8,6.9089,43.8481,39.8379,11.3799,70.6772,37.4068,26.1889,41.4246,1.3039,23.3638,17.8152,9.7082
2020-03-16 17:12:00,27.1073,30.6684,0.7001,40.1107,16.78,24.5533,7.3461,174.8522,10.2502,12.2926,106.1784,0.4411,6.61,16.7285,25.5219,3.98,84.7655,25.269,26.5046,12.4796,20.8012,30.4659,3.0041,133.0049,28.7253,4.1619,95.7632,58.5246,30.764,65.6086,9.0964,246.3722,89.4408,29.7499,93.4802,3.8845,35.0093,22.6386,30.3011,9.6569,4.1573,4.2501,23.995,10.3787,29.8898,10.898,60.3666,11.1454,89.3949,28.962,114.3882,9.9436,26.0077,20.5809,,16.1641,23.7967,8.4942,1.4154,8.4359,7.5776,197.4013,,51.1596,,10.4879,37.281,28.8927,6.5143,10.7679,6.3105,8.165,18.6838,33.2556,8.0121,6.802,6.7859,58.0282,75.4493,16.3607,129.9226,6.9246,43.8306,39.8873,11.4082,70.449,37.5112,26.188,41.5597,1.3044,23.4395,17.8148,9.7253
2020-03-16 17:13:00,27.135,30.7259,0.7,40.1663,16.8292,24.5881,7.3601,175.3097,10.2875,12.2877,106.5382,0.4412,6.6283,16.7261,25.5231,3.982,84.9194,25.3167,26.5283,12.5192,20.8139,30.4551,3.0039,133.0227,28.77,4.1813,95.7863,58.6404,30.7881,65.7485,9.1006,246.4907,89.6292,29.8249,93.4825,3.932,35.0708,22.6422,30.3193,9.6682,4.16,4.2536,23.9958,10.3814,29.8869,10.9024,60.4294,11.1435,89.3497,28.9796,114.4295,9.9448,26.0452,20.6299,,16.2097,23.9246,8.5,1.4156,8.4362,7.5755,197.5124,,51.3829,48.5901,10.4932,37.4206,28.9981,6.5186,10.7503,6.3309,8.1611,,33.2993,8.0125,6.7978,6.7851,58.1416,75.4291,16.3111,130.1801,6.9385,43.8329,39.9309,11.4503,,37.6199,26.2599,41.5803,1.3038,,17.8125,9.7369
2020-03-16 17:14:00,27.0588,30.6741,0.7001,40.1888,16.7886,24.5981,7.3638,175.2946,10.2885,12.2698,106.5487,0.4412,,16.6932,25.4904,3.9785,84.8999,25.3444,26.4612,12.5543,20.8816,30.3521,3.0085,132.9009,28.7861,4.1891,95.7646,58.5788,30.8032,65.7953,9.0973,246.0315,89.5501,29.7963,93.3584,,35.1336,22.6275,30.3365,9.6652,,4.2523,23.9222,10.3775,29.9203,10.8914,60.3852,11.129,89.2102,28.9454,114.4944,9.8491,,20.6233,19.1754,16.2771,23.87,8.5245,1.4153,8.4306,7.5713,197.3221,114.4111,51.7183,48.6121,10.5028,37.4418,28.9376,6.5122,10.7728,6.3238,8.1536,18.535,33.2887,7.9951,6.7832,6.7656,58.2811,75.1547,16.24,130.0613,6.9348,43.7764,39.9326,11.4611,,37.5874,26.1914,41.4071,1.3042,,17.8043,9.7275
2020-03-16 17:15:00,27.0631,30.6532,0.7,40.1331,16.729,24.5303,7.359,175.0579,10.2794,12.2531,106.3723,0.4402,,16.5774,25.4847,3.9794,84.8696,25.343,26.4166,12.5556,20.8576,30.2547,3.0023,132.6055,28.7118,4.1874,95.6374,58.4639,30.7235,65.7312,9.0906,246.3422,89.3788,29.7741,93.3851,3.9496,35.0044,22.5722,30.3285,9.6627,4.1574,4.2539,23.8091,10.3601,29.9088,10.8777,60.3387,11.1287,89.0343,28.9473,114.3383,9.7975,26.0486,20.5846,19.1543,16.1983,23.7411,8.5201,1.4161,8.446,7.5381,197.3512,114.0078,51.3674,48.5979,10.4889,37.4082,28.8802,6.5128,10.7473,6.3211,8.1163,,33.2068,7.9829,6.7543,6.755,58.279,74.8597,16.1846,130.0696,6.9301,43.7486,39.8665,11.4601,,37.4823,26.0704,41.1255,1.303,23.4619,17.7568,9.707
2020-03-16 17:16:00,27.0822,30.6515,0.7001,40.1337,16.7251,24.507,7.3506,174.911,10.271,12.2444,106.2093,0.4404,,16.5259,25.5018,,84.8733,25.3574,26.4783,12.5446,20.825,30.19,3.005,132.7914,28.7058,4.1873,,58.3971,,65.6926,9.0803,,89.4085,29.7693,93.3597,3.9535,35.1353,22.5705,30.3304,9.6569,4.1589,4.255,23.7431,10.3729,29.8646,10.8726,60.3213,11.1239,89.0549,28.9462,114.2624,9.7256,26.04,20.6028,19.1953,16.1712,23.714,8.5209,1.4155,8.435,7.5185,196.9272,114.3296,51.4818,48.6554,,37.4592,,6.5107,10.74,6.3201,8.11,,33.1542,7.9852,6.7003,6.7491,58.1234,74.7998,16.1576,130.1023,6.9284,43.7412,39.8614,11.4678,,37.4807,26.066,41.0609,1.3049,23.4578,17.7469,
2020-03-16 17:17:00,27.0846,30.6468,0.7,40.1118,16.6833,24.4538,7.3527,174.901,10.2677,12.2413,106.1501,0.4401,,16.541,25.5027,3.9767,84.8975,25.3725,26.5454,12.5518,20.8392,30.1868,3.0031,132.7008,28.7196,4.1881,95.4414,58.3483,30.8061,65.5888,9.0786,245.4575,89.3355,29.7193,93.3078,3.96,35.1382,22.5742,30.3396,9.6532,4.155,4.2551,23.7235,10.374,29.8342,10.8778,60.3138,11.1238,88.9448,,114.2345,9.6942,26.0129,20.5396,,16.1813,23.6763,8.5244,1.416,8.4315,7.5109,197.0238,114.0188,51.5144,48.6024,10.4863,37.4198,28.912,6.517,10.7329,6.3203,8.0848,18.4633,33.152,7.9862,6.6762,6.714,57.8565,74.5365,,130.002,6.9175,43.737,39.8522,11.469,,37.424,26.0389,40.992,1.3037,23.4402,17.745,
2020-03-16 17:18:00,27.082,30.6545,,40.0847,16.6234,24.4267,7.3528,174.79,10.2681,12.2418,106.0389,,,16.5183,25.5053,3.9751,84.846,25.3676,26.5257,12.555,20.7833,30.1247,3.0034,132.5845,28.7737,4.1854,95.4935,58.3242,30.7612,65.5105,9.0743,,89.1141,29.7388,93.3584,3.96,35.135,22.5554,30.3489,9.6542,4.1577,4.258,23.7482,10.3657,29.7644,10.8637,60.3277,11.1035,88.904,28.9435,114.2222,9.7245,26.0295,20.5031,19.1607,16.1883,23.6873,8.5248,1.4165,8.4343,7.5108,196.9713,114.2455,51.5602,48.5744,10.4817,37.3747,28.8542,6.5161,10.7111,6.3186,8.0715,,33.1416,7.9834,6.6232,6.7061,57.9211,74.4284,,,6.8937,43.7345,39.812,11.4639,,37.4266,26.0912,41.0106,1.3048,23.4112,17.743,9.6976
2020-03-16 17:19:00,27.0291,30.65,0.7001,40.0818,16.5832,24.425,7.3567,174.6601,,12.2478,105.9483,,6.5821,16.5235,25.5107,3.9766,84.7891,25.3758,26.4793,,20.7738,30.0044,3.0031,132.5016,28.8206,4.1857,95.4446,58.2567,30.773,65.4946,9.0768,245.8471,89.1555,29.7251,93.2242,3.9457,35.0497,22.5434,30.3861,9.6556,,4.2622,23.7397,10.3503,29.7454,10.8452,60.1998,11.105,,,114.2509,9.7255,26.0151,20.495,19.1566,16.1383,23.7494,8.5282,1.4159,8.4355,7.5117,197.0136,,51.5949,48.5591,10.4858,37.3819,28.8486,6.5192,10.699,6.31,8.0652,18.2464,33.1383,7.9829,6.5842,6.7008,57.9416,74.357,16.143,129.5641,6.8959,43.7329,39.7933,11.4691,70.7785,37.4384,26.1317,41.0471,1.3058,23.3913,17.7453,9.6962
2020-03-16 17:20:00,27.0154,,0.7,40.0972,16.5782,24.3912,7.3546,174.5707,10.2614,12.2489,,0.4401,6.5611,16.502,25.473,3.98,84.7433,25.3604,26.4177,12.5505,20.7394,29.8404,3.0023,132.5513,28.7757,4.1868,95.3931,58.2154,30.7383,65.4554,9.0762,,89.1559,29.7157,93.1453,3.9425,35.0523,22.5384,30.4129,9.6634,4.1539,4.2689,23.6916,10.3544,29.7024,10.8319,60.0233,11.1043,88.7755,28.9401,114.1752,9.7165,26.0118,20.4646,19.155,16.1226,23.747,8.5433,1.4175,8.4351,7.5046,196.5945,114.1737,51.6429,48.512,10.48,37.3767,28.8139,6.5143,10.6655,6.315,8.0651,,33.1009,7.9859,6.5854,6.7034,57.9083,74.3545,16.11,129.383,6.8906,43.7254,39.7635,11.4664,,37.4388,26.0263,41.0039,1.3038,23.3664,17.7453,9.704
2020-03-16 17:21:00,26.9202,30.6462,0.7,40.115,16.6376,24.4312,7.3704,174.283,10.2469,12.2463,,0.44,6.5544,16.4976,25.5793,3.9799,84.7117,25.3381,26.3201,12.55,20.675,29.7391,3.0048,132.2953,28.7029,4.1853,,57.9462,30.6914,65.3994,9.0695,245.3069,89.0272,29.6901,93.1038,3.9445,35.0006,22.5008,30.4371,9.6769,4.1566,4.2669,23.6081,10.35,29.6679,10.8082,59.935,11.105,88.7031,28.9437,114.1633,9.7142,25.9896,20.4073,19.0529,16.0452,23.7215,8.5626,1.4152,8.4297,7.5069,196.5957,,51.6401,48.433,10.4889,37.3259,28.6838,6.5199,10.6578,6.3051,8.0696,18.365,33.0462,7.9915,6.5609,6.704,57.6326,74.3269,16.0992,,6.9,43.7223,39.6849,11.4611,,37.3721,25.8445,40.8685,1.3047,23.3501,17.7292,9.7132
2020-03-16 17:22:00,26.9138,30.6562,0.7,40.1308,16.5433,24.3922,7.3885,174.1864,10.2313,12.2457,105.7795,0.4401,6.5574,16.4787,25.509,3.9754,84.7128,25.2954,26.26,12.5555,20.7085,29.7277,3.005,132.1223,28.6733,4.1866,95.2187,57.9072,30.7212,65.4319,9.0705,245.206,89.0473,29.739,93.1461,3.9375,34.9985,22.4674,30.466,9.6759,4.1526,4.2724,23.5858,10.3425,29.6596,10.8023,59.9915,11.1118,88.7529,28.9458,114.1612,9.7009,26.0056,20.4433,19.0427,16.07,23.8044,8.5897,1.4152,8.4248,7.5063,196.8553,114.1597,51.6474,48.4905,10.4895,37.3049,28.6566,6.5352,10.6498,6.2851,8.0579,18.5421,33.0527,8.0095,6.5776,6.6808,57.7414,74.4138,16.099,129.1997,6.9181,43.7197,39.6961,11.4754,,37.3733,25.8015,40.9229,1.3054,23.35,17.7264,9.7585
2020-03-16 17:23:00,26.7831,30.6507,0.7001,40.177,16.5361,24.4082,7.3938,174.1399,10.2342,12.2461,105.7926,,6.5787,16.4111,25.4446,3.9797,84.7433,25.2429,26.205,12.5538,20.737,29.671,3.0034,132.1665,28.6327,4.1881,,57.8283,30.7275,65.4643,9.0772,245.5142,88.798,29.7279,93.0605,3.94,35.0066,22.4721,30.4533,9.675,4.1534,4.2828,23.5399,10.3462,,10.7946,60.0866,11.105,88.8412,28.946,114.107,9.7115,,20.4644,,16.06,23.8522,8.5946,1.4138,8.4248,7.5012,196.3384,114.0726,51.6553,48.4216,10.4898,37.2515,28.6674,6.5529,10.6474,6.2682,8.0536,18.33,33.0318,8.0099,6.5699,6.6543,57.7235,74.3184,16.1012,129.1606,6.9141,43.7108,39.6839,11.4777,,37.2623,25.7283,40.9308,1.3058,23.4027,17.7191,9.7764
2020-03-16 17:24:00,26.8323,30.6627,0.7001,40.3055,16.4719,24.4477,7.3995,174.4711,10.2525,12.2482,106.0573,0.4401,6.6293,16.2043,25.4419,3.9976,84.8243,25.2861,26.2875,12.5566,20.7509,29.6164,3.0046,132.0901,28.648,4.2021,95.1131,57.8258,30.8203,65.6291,9.0871,245.7894,88.7468,29.7506,93.1806,3.9538,34.9936,22.5302,30.4622,9.6841,4.1579,4.3011,23.5176,10.3721,29.694,10.824,60.2049,11.1084,88.8447,28.9492,114.2414,9.7053,,20.4875,19.1185,16.0882,23.9528,8.6239,1.4179,8.4256,7.5027,196.7088,114.5847,51.7277,48.399,10.4894,37.2967,28.7039,6.5813,10.6886,6.2633,8.0691,18.3604,33.0953,8.0308,6.5962,6.6797,57.6905,74.4685,16.1013,129.0718,6.9198,43.7082,39.7772,11.4872,,37.2932,25.7599,40.971,1.3035,23.411,17.718,9.8101
2020-03-16 17:25:00,26.8513,30.6528,0.7001,40.3588,16.5653,24.4698,7.4248,174.8304,10.27,12.2454,106.1848,0.4401,,16.1782,25.4626,4.02,84.9431,25.3124,26.2408,12.5524,20.7759,29.5199,3.0023,131.9539,28.6722,4.226,95.2362,57.6853,,65.8078,9.0968,246.3883,88.7327,29.7818,93.178,,34.9661,22.5779,30.4875,9.6959,4.1655,4.3136,23.5743,,29.7212,10.8363,60.2778,11.1012,,28.9576,114.2744,9.7461,26.0258,20.4888,,16.1093,23.961,8.6706,1.4158,8.4217,7.4995,196.8957,115.2859,51.7326,48.5425,10.5143,37.2928,28.7629,6.6029,10.7947,6.237,8.0878,,33.1054,8.048,6.5862,6.6907,57.7661,74.518,16.2076,129.0008,6.9183,43.7049,39.7955,11.547,,37.3533,25.7572,40.9345,1.3037,23.4535,17.6689,9.8199
2020-03-16 17:26:00,26.86,30.654,,40.3672,16.5576,24.4732,7.4243,174.6779,10.2562,12.2468,106.0724,0.44,,16.1881,25.4541,,84.8667,25.3035,26.221,12.5578,20.7873,29.5441,3.0031,131.7682,28.6478,4.2274,,57.561,30.8009,65.7299,9.0984,246.3315,88.7677,29.7642,93.2407,,34.98,22.5974,30.463,9.6943,4.1683,4.3288,23.5451,,29.7347,10.8305,60.1502,,,,114.3835,9.7501,25.995,20.54,19.1979,16.0677,23.9477,8.6973,1.4153,8.4066,7.471,196.7257,,51.7048,48.5888,10.516,37.2425,28.7557,6.6023,10.79,6.223,8.0802,,33.1077,8.021,6.5815,6.6855,57.6317,74.6285,16.1787,128.635,6.9164,43.7085,39.8242,11.5526,70.8511,37.2196,25.6391,40.7636,1.3047,23.4211,17.6659,9.809
2020-03-16 17:27:00,26.896,30.6545,0.7002,40.3461,16.5572,24.4752,7.4235,174.5195,10.2558,12.2481,105.9324,0.4401,,16.2484,25.4566,4.025,84.8272,25.3093,26.2681,12.555,20.7824,29.4601,3.0023,131.6903,28.6255,4.225,95.2667,57.5651,30.8338,65.6517,9.0952,245.9262,88.7441,29.7815,93.191,,35.0039,22.6034,30.4982,9.695,4.1673,4.3359,23.4738,10.39,29.7548,10.8171,60.1382,11.1026,88.8481,28.9556,114.3201,9.749,25.9828,,19.1736,16.0781,23.9227,8.7182,1.4156,8.3847,7.4526,196.6214,,51.752,48.5924,10.515,37.255,28.8082,6.6004,10.7737,6.2278,8.085,18.3776,33.0611,8.0154,6.5769,6.6889,57.5821,74.5646,16.1875,128.5862,6.9196,43.705,39.8162,11.5326,,37.2466,25.6322,40.6986,1.3053,23.4,17.6657,9.7861
2020-03-16 17:28:00,26.89,30.5777,0.7001,40.3801,16.5451,24.4576,7.4247,174.7164,10.2533,12.2458,105.9093,,6.6538,16.2446,25.4778,,84.8015,25.3391,26.3798,12.5569,20.7719,29.3672,3.0043,131.6828,28.5792,4.225,,57.4848,30.8404,65.634,9.0997,246.2312,88.6024,29.809,93.2799,3.9675,35.127,22.6172,30.5219,9.6946,4.1627,4.3313,23.4763,10.3961,29.7424,10.8184,60.1627,11.1013,88.714,28.9568,114.2909,9.7443,26.0057,20.5168,19.18,16.0926,23.9821,8.7339,1.4148,8.3828,7.4516,196.2566,,51.7358,48.5833,10.5187,37.2662,28.8478,6.6007,10.7441,6.2368,,,33.0406,7.9947,6.5719,6.6879,57.6566,74.6249,16.1901,128.568,6.9132,43.7043,39.8349,11.5527,,37.2356,25.6092,40.6501,1.3049,23.4,17.6605,9.7939
2020-03-16 17:29:00,26.8292,30.3375,0.7001,40.371,16.5377,24.407,7.4244,174.6935,10.2495,12.2448,105.8681,0.44,6.6434,16.2249,25.4488,,84.7645,25.3604,26.3659,12.5575,20.7634,29.41,3.0054,131.6343,28.5116,4.2261,95.1895,57.299,30.795,65.6652,9.0977,246.072,88.4813,29.8028,93.2907,3.9717,35.0604,22.6275,30.5233,9.6941,4.1645,,23.489,,29.7193,10.8145,60.1955,,88.6607,28.9552,114.403,9.7528,,20.5056,19.1578,16.0839,23.987,8.7597,1.417,8.3807,7.4467,195.9089,,51.7629,48.577,10.5109,37.1684,28.8521,6.6028,10.7423,6.2289,8.0875,18.3481,33.0492,7.954,6.5711,6.6859,,74.6514,16.1801,127.9783,6.9188,43.7056,39.8262,11.5509,,37.2881,25.6072,40.6176,1.3044,23.3819,17.6634,9.7955
2020-03-16 17:30:00,26.8193,30.2412,0.7001,40.2695,16.5168,24.3625,7.4187,174.2389,10.2341,12.245,105.5619,0.44,6.621,16.2445,25.4204,4.02,84.6427,25.3535,26.2993,12.5538,20.6948,29.2049,3.0038,131.2081,28.3703,4.2151,,57.1489,30.7681,65.5514,9.0944,245.8533,88.3057,29.7732,93.1695,3.9816,35.0081,22.618,30.5127,9.6636,4.1633,4.335,23.4608,10.399,29.7333,10.7707,60.085,11.1032,88.45,28.9451,114.4734,9.7539,25.9606,20.495,19.1211,16.0535,23.8759,8.77,1.4167,8.3754,7.4212,195.258,,51.7339,48.5636,10.5025,37.0717,28.706,6.6014,10.721,6.2186,,,32.9915,7.9387,6.5498,6.7103,57.5364,74.5486,,127.4346,6.9138,43.7056,39.7704,11.5526,,37.1316,25.4977,40.4885,1.3069,23.3707,17.6638,9.775
2020-03-16 17:31:00,26.7557,30.1067,,40.1989,16.4292,24.3639,7.4,173.9535,10.2292,12.2478,105.3994,0.4399,6.6051,16.1941,25.4399,,,25.3192,26.2369,12.5528,20.6852,29.137,3.002,130.7649,28.3236,4.2014,94.8838,56.9937,30.7605,65.4801,9.0999,245.4729,88.2842,29.7308,92.8957,3.9877,34.9481,22.5953,30.5113,9.6551,4.1622,4.3362,23.3744,10.4141,29.7473,10.749,60.0224,11.101,88.4052,28.9269,114.0655,9.7507,25.952,20.4815,19.0852,16.05,23.8412,8.7436,1.4154,8.3635,7.4043,195.0716,,51.6777,48.4886,10.508,37.0625,28.6336,6.6011,10.7132,6.2107,8.0508,,32.9078,7.9301,6.5337,6.6752,57.3205,74.5474,16.1702,127.2459,6.9111,43.7032,39.6626,11.5508,70.4041,37.1043,25.3989,40.4185,1.304,23.3888,17.6607,9.7831
2020-03-16 17:32:00,26.6453,29.9596,0.7002,40.0346,16.3919,24.366,7.3845,173.1844,10.2056,12.2488,105.1466,0.4361,6.5901,16.1586,25.3913,,84.2816,25.3071,26.1628,12.5456,20.6195,28.9455,3.0021,130.5784,28.1908,4.2018,94.6798,56.7893,30.7061,65.2637,9.0978,245.1722,87.8518,29.6457,92.6106,,34.8776,22.5873,30.5145,9.6533,4.1566,4.3336,23.2839,10.3919,29.7292,10.7112,59.8159,11.1029,88.1788,28.905,113.7344,9.7261,25.8978,20.4661,19.0327,16.003,23.7102,8.7187,1.416,8.362,7.4049,194.6079,115.8016,51.5052,48.3983,10.508,37.0441,28.5058,6.6003,10.6924,6.21,8.0268,18.5206,32.8414,7.9144,6.5085,6.5981,57.1348,74.1319,16.1319,126.8684,6.8998,43.7012,39.4953,11.5518,70.1215,37.0073,25.1823,40.3615,1.3044,23.3247,17.658,9.7818
2020-03-16 17:33:00,26.6459,29.6652,,39.9103,16.3475,24.3617,7.3712,172.8543,10.1779,12.2461,104.8847,0.435,6.5903,16.1792,25.3332,,84.1665,25.2468,,12.5308,,28.8115,3.0004,130.3779,28.1498,4.2048,94.3948,56.7634,30.7031,65.024,9.0951,,87.5419,29.6025,92.4083,3.9892,34.8231,22.4366,30.5169,9.6547,4.1505,4.3308,23.2638,10.3933,29.6316,10.703,59.7064,11.105,87.8656,,113.5247,9.7055,25.8083,20.4655,19.0189,15.9605,23.6082,8.7664,1.4156,8.3584,7.432,194.3049,115.8864,51.375,48.3729,10.508,36.9164,28.3919,6.6022,10.6516,6.1749,8.0098,18.4713,32.7526,7.8972,6.4909,6.5889,57.0806,73.9872,,,6.8926,43.7019,39.3893,11.55,,37.0223,25.1104,40.3876,1.3006,23.2708,17.5941,9.7559
2020-03-16 17:34:00,26.623,29.5179,0.7002,39.7927,16.3329,24.3584,7.3647,172.626,10.161,12.2456,104.7146,0.4374,,16.2121,25.3012,4.0175,84.2421,25.1382,26.0664,12.5201,20.5036,28.7447,3.0032,130.3189,28.0366,4.2022,94.1896,56.6898,30.7049,64.9522,9.0959,243.6742,87.6036,29.5934,92.4266,,34.7597,22.3709,30.5161,9.6544,4.1433,4.33,23.2615,10.3942,29.5884,10.6951,59.5475,,,28.91,113.4819,9.7182,25.785,20.4632,19.0032,,23.523,8.8115,1.4167,8.3515,7.4505,194.1983,,51.4419,48.3464,10.4878,36.8159,28.391,6.5965,10.6493,6.1622,8.019,18.4433,32.6797,7.8972,6.4868,6.5838,57.1048,73.9036,,126.6798,6.885,43.7031,39.3507,11.5501,,37.007,25.0391,40.3935,1.3023,23.2688,17.6121,9.7642
