Time,AAT,ACC,AHT,AIV,AKR,AMH,APLE,AVB,BDN,BRX,BXP,CBL,CLDT,CLI,COLD,CPLG,CPT,CUBE,CUZ,CXP,DEA,DEI,DHC,DLR,DRE,DRH,EGP,ELS,EQC,EQR,ESRT,ESS,EXR,FR,FRT,FSP,HIW,HPP,HR,HST,HT,INN,INVH,IRT,JBGS,KIM,KRC,KRG,LSI,LTC,MAA,MAC,NSA,OFC,OPI,PDM,PEAK,PEB,PEI,PGRE,PK,PSA,PSB,QTS,REG,RESI,REXR,RHP,RLJ,ROIC,RPAI,RPT,RVI,SCHH,SHO,SITC,SKT,SLG,SPG,SRG,SUI,SVC,TCO,UDR,UE,UHT,VNO,VTR,WELL,WPG,WRE,WRI,XHR
2020-03-16 13:30:00,,,,,,,,,,,,0.4485,,,,,,,,,,,3.252,132.332,,,,,28.47,,,,,,,4.6497,,,,,,,,,,,,,,,113.3222,,,,20.427,,,,1.47,,,199.4207,,,50.8056,11.9898,,,,11.4996,,,,33.58,,,,59.8151,,,,7.8691,,,,,,,44.318,,,,
2020-03-16 13:45:00,,,,,,,,175.684,,,,0.4265,,,,,,26.1831,28.792,,,,3.2251,131.5216,,,,,,,,251.0642,,,,4.6641,,,,,,,,,,12.2516,,,,,,,28.8493,,20.2261,,,,,,,195.2454,,,50.4418,11.8939,,,,11.572,,,,32.8772,,,,61.0886,78.4726,,,7.4297,,41.2422,,,40.8623,29.8729,,1.5334,,,
2020-03-16 13:46:00,,,,41.6324,,,,173.8971,,12.9515,,0.4375,,17.253,,,,25.5869,,,,,3.2125,132.5864,,,,,,68.3577,,251.3156,89.6964,,,4.64,,,,10.1173,,,,,,11.7583,,,,,114.3391,,,,20.8307,,,,,,,194.8285,,,50.2911,11.83,,,,11.4121,,,,33.2454,,,,60.9196,75.9918,,,7.7727,,40.0357,,,39.2476,28.2884,43.0832,1.4772,,,
2020-03-16 13:47:00,,,,41.4279,,,,174.3421,10.1735,12.8804,,0.4201,,17.2556,26.4255,,,25.5611,,,,,3.1555,134.0184,,,,,,66.4291,,250.003,88.9509,,,,,,,9.8843,,,,,,11.647,,,,,113.3594,9.0964,28.8899,,20.6792,,,,,,,194.99,,,50.0959,11.8321,,,,11.3586,,,,33.2718,,,,60.282,75.0207,,,7.6953,,39.4276,,,38.7386,,42.7665,1.4518,,,
2020-03-16 13:48:00,,,,41.2733,,,8.0019,174.4659,,12.9329,,0.4049,,17.2904,26.5166,,,,28.4384,,,,3.1501,135.8499,,,,,,65.5399,,,89.4386,,,4.5703,,,,9.7799,,,,,,11.6492,,,,,114.1043,9.0807,28.3501,,20.4739,,,,,,,195.1304,,,49.9106,11.7695,,,7.2132,11.3706,,,18.7701,33.1643,,,7.5191,60.3484,74.2909,,,,,39.5095,,,38.6489,,42.2699,1.4264,,,
2020-03-16 13:49:00,,,,40.9732,,25.7441,8.0076,174.5374,10.4806,12.9117,,0.4355,,17.2584,26.5172,,,25.5853,28.4384,,,,3.1541,137.2579,,,,,,64.9813,8.6757,,89.5058,,,,,,,9.7877,,,,,,11.5991,,,,,113.5528,8.8625,28.3416,,20.4618,,,,1.4593,,,194.9926,,,49.7292,,,,7.0264,11.428,,,,33.2554,,7.2468,7.3502,60.164,73.3426,,136.1952,7.8629,42.6828,39.381,,,38.6857,,42.6054,1.3688,23.51,,
2020-03-16 13:50:00,,,,41.0265,,25.815,8.0325,174.9567,10.5433,12.8371,,0.4173,,17.1951,26.5017,,,25.6124,28.4727,13.0276,,,3.1504,137.364,28.2862,,,,,65.0365,,250.223,89.6082,,,,,,,9.8485,,,,,,11.5341,,,,,114.0933,8.6616,28.2175,,20.3434,,25.8378,,1.4059,,,195.0245,,,49.6974,11.6826,,,6.9803,11.4068,,,,33.3875,,,7.0737,59.9038,71.6223,,134.1614,7.9502,42.5947,39.6604,,73.7642,38.5101,,42.5704,1.3427,23.5921,,
2020-03-16 13:51:00,,,,41.0256,17.1472,26.0089,8.0751,175.6749,10.5332,12.7435,,0.4374,,17.214,26.5316,,,25.6123,28.6047,13.1545,,,3.1082,137.0633,28.2151,,,,,65.6094,,248.812,89.5455,,,4.5619,,,,9.8332,,,,,,11.4904,,,,,114.0204,8.5843,27.7968,,,,,,1.3562,,,194.9705,,51.0062,49.7156,11.64,,,7.0005,11.3582,,9.3925,19.6229,33.2111,,,6.8979,58.6493,71.6603,,132.1105,7.9606,42.5833,39.8931,,,38.4301,27.4021,42.3402,1.319,,,
2020-03-16 13:52:00,,,,40.8439,17.3894,25.8792,8.0002,174.5964,10.5163,12.5348,106.5457,0.4257,7.7933,17.2049,26.4446,,86.9056,25.5918,28.594,,,32.2398,3.0929,137.0984,28.325,,,,,65.5855,,249.0253,89.8547,,,,,,,9.7975,,,,,,11.126,,,,,113.8494,,27.6993,,20.2065,,,,1.2921,,7.9957,194.5505,,51.6068,49.5403,11.585,,,6.9959,11.3601,,9.3455,,33.2392,,,6.629,58.3167,72.1186,,132.0737,7.9406,42.5102,39.8495,,,38.3849,26.6776,42.1202,1.3014,,,
2020-03-16 13:53:00,,,,40.9163,17.6169,25.8914,7.9246,174.5037,10.3793,12.4813,107.2795,0.4293,,17.2011,26.4592,3.9894,85.7478,25.651,28.6032,13.0861,,32.5506,3.0896,137.0154,28.3186,,,,,66.3237,,248.5453,91.0171,,97.2363,,36.2651,,,9.7704,,5.2369,24.8325,,,11.0154,,,,,114.0804,,27.6146,,20.2152,,,,1.2751,,7.7834,194.761,,,49.5374,,,,7.0324,11.3528,,9.3172,19.3663,33.729,,,6.57,58.0395,72.3113,,131.9626,7.8876,42.3257,40.1235,,72.4454,38.6123,26.0335,42.0584,1.3066,,,
2020-03-16 13:54:00,,,,41.0854,18.0097,25.9291,7.9221,175.5147,10.4729,12.4395,108.5079,0.4214,,17.2026,26.4702,3.9811,85.9244,25.8234,28.7434,13.0535,,31.8753,3.0689,137.5418,28.4291,4.8797,,,,66.606,,249.946,92.0743,,96.4911,,36.3193,,,9.8196,,5.2289,24.7694,,,10.9376,,,,,113.7277,,27.3764,,20.1303,,,,1.2537,8.7629,7.6673,194.992,,51.4878,49.5936,,,32.715,7.0038,11.3585,,9.3288,19.585,33.0873,,7.5138,6.5064,58.0264,72.5447,,132.2655,7.8808,42.4742,40.5611,,73.0781,38.8863,25.8352,42.2861,1.3069,23.3709,,
2020-03-16 13:55:00,,33.8031,,41.2092,17.9915,25.9977,7.93,176.6021,10.5053,12.4424,107.9362,0.4202,7.6533,17.2275,26.5372,3.9545,86.0604,25.908,28.8076,13.0375,,31.8183,3.0628,138.8132,28.6554,4.8305,,,,67.3336,,250.1748,92.2879,28.3538,96.5707,4.58,36.3965,,,9.8938,4.8287,5.1812,24.7261,,,10.9485,,,,,114.1069,,27.3655,,20.189,,,,1.251,8.8148,7.6816,195.41,,51.1483,49.5481,,39.4696,32.5766,7.0201,11.4132,,9.2305,,33.4687,,7.4722,6.5438,58.052,72.238,19.9225,132.7295,7.8317,42.4686,40.9006,,,39.151,25.5293,42.347,1.303,23.3733,,
2020-03-16 13:56:00,,33.9086,,41.0386,17.9828,25.9573,7.9073,176.7813,10.5108,12.4769,108.1233,,7.6922,17.2374,26.4736,3.9889,85.9694,25.9268,28.854,13.0415,19.7668,31.792,3.0087,138.9659,28.8803,4.8312,,60.0671,27.9375,67.5868,,248.7076,92.059,30.1458,95.5721,,36.3918,,,9.7965,4.7893,5.204,24.4416,,,10.9911,,11.4358,92.6732,29.9715,114.1611,,27.3843,,20.22,,24.9567,,1.2107,8.7527,7.6683,196.0963,,51.3529,49.4306,,39.0751,32.2757,6.9917,11.4307,,9.1994,,33.254,,7.4529,6.5343,58.2814,72.2706,,133.2657,7.8065,42.825,41.0114,,,39.014,25.469,42.3273,1.2983,23.3715,,9.5672
2020-03-16 13:57:00,,33.8486,,41.0202,17.9873,26.0002,7.8829,176.7145,10.5481,12.5309,107.912,0.4154,,17.2937,26.4357,,86.013,26.035,28.8699,13.0574,21.0671,31.8316,2.9573,137.8146,28.9657,4.8158,,60.6581,28.4217,67.5502,9.0364,,91.924,30.3496,95.4476,4.53,36.4836,,31.044,9.7368,4.7923,,24.2211,10.9952,30.405,11.1709,60.4633,11.8346,93.9452,30.0021,114.0849,8.7454,27.4821,20.8834,20.4922,,24.7508,,1.1531,8.6867,7.5972,196.431,,51.1158,49.4297,,39.1424,32.2804,6.8926,11.4587,,9.1425,,33.2413,,7.4095,6.5229,58.3625,73.0241,19.8876,133.9018,7.8326,43.0459,40.9114,,,39.2396,25.4724,42.4413,1.2608,23.4115,,9.9566
2020-03-16 13:58:00,,33.8832,,40.8473,17.9632,26.0537,7.8727,176.9889,10.5631,12.6039,108.1352,0.4133,7.8224,17.3182,26.5022,3.9823,86.0997,26.0442,28.9835,13.0251,21.4345,31.872,2.9699,137.2044,29.0886,4.8328,,60.8542,28.4793,67.72,8.9116,248.3203,91.7245,30.5816,95.4134,,36.4596,,31.029,9.7849,4.8089,5.2153,24.3553,10.9256,30.3334,11.3024,60.1544,11.6066,94.0414,30.0312,114.1221,8.8123,27.4061,20.7028,20.9373,,24.7226,9.3887,1.1245,8.6916,7.5114,197.279,,51.17,49.4167,,39.1276,32.0716,6.8433,11.53,7.2925,9.2501,,33.3275,8.7534,7.3369,6.5245,58.657,74.0604,19.7729,134.1977,7.7886,43.2542,40.8384,12.6919,,39.5153,25.4642,42.4351,1.283,23.4722,,10.1498
2020-03-16 13:59:00,,33.7611,,40.8445,17.9453,26.0909,7.8241,176.8226,,12.7319,107.9372,0.4097,7.8374,17.3444,26.5,3.9919,86.326,26.016,28.9587,13.0366,21.5488,31.8797,2.992,136.0928,29.2447,4.818,,60.8555,28.568,67.3011,8.8403,247.9628,91.9156,30.6836,95.3209,,36.5872,,30.793,9.7891,4.7963,5.188,24.3847,10.9023,30.408,11.4006,60.6194,11.4194,94.6893,30.2448,114.042,9.0818,27.4677,20.7041,21.06,,24.5404,9.1277,1.1246,8.7223,7.4956,197.5421,,51.3393,49.4578,,39.1814,31.5009,6.8187,,7.3004,9.2453,,33.8526,8.2734,7.2671,6.4735,59.6904,73.8087,19.7349,134.388,7.7728,43.4489,40.7408,12.6045,,39.2356,25.5463,42.1703,1.2544,23.4172,,10.105
2020-03-16 14:00:00,,33.7583,,40.6114,17.9321,26.0894,7.8241,176.0021,10.6401,12.7015,107.1458,,7.7882,17.32,26.4669,3.9908,86.1353,26.0008,28.857,13.0168,21.5415,31.8069,2.9956,135.973,29.2666,4.8005,,60.84,28.6972,66.996,8.8429,247.7578,91.5624,30.6832,95.3728,,36.5121,,30.7261,9.743,4.796,5.1359,24.4619,10.808,30.4487,11.3366,60.549,11.4412,,29.9905,113.8206,9.095,27.2428,20.6446,20.9909,,24.3349,8.9489,1.127,8.7316,7.5068,197.6643,,51.095,49.3601,11.5659,39.1799,31.5877,6.755,11.5257,7.1988,9.2001,,33.6588,8.2652,7.1794,6.4544,59.6367,72.9833,19.7391,134.3364,7.6525,43.4686,40.3635,12.5611,73.0039,38.5467,25.5181,42.0436,1.2493,23.3041,,10.0774
2020-03-16 14:01:00,,33.7649,0.8583,40.7212,17.9415,26.0379,7.784,174.8609,10.6255,12.7006,107.3777,0.4016,7.7271,17.3132,26.3785,3.9968,86.3762,25.9963,28.7116,12.9876,21.4942,31.8617,2.9979,135.6441,29.2246,4.7622,,60.6746,28.6898,66.5632,8.8748,,,30.6934,95.3805,,,,30.6638,9.5876,4.7875,5.0938,24.4735,10.7373,30.5213,11.2834,60.371,11.463,,29.8604,113.3684,9.1302,27.2902,20.6529,20.8859,,24.2566,8.697,1.1389,8.659,7.4666,196.9784,131.4714,51.0667,49.2125,11.581,39.216,31.7388,6.7349,11.5201,7.1771,9.2105,19.5328,33.5943,8.1329,7.0766,6.4129,,73.5234,19.5517,134.4738,7.5527,43.3597,40.2979,12.5369,,38.4403,25.3317,42.1549,1.247,23.2988,,10.0671
2020-03-16 14:02:00,,33.8643,0.8178,40.6744,17.9342,25.9042,7.7546,174.5454,10.6092,12.6819,107.119,0.406,7.6897,17.3152,26.3563,3.9971,86.2512,25.9741,28.7798,12.8933,21.4255,32.058,2.9942,135.0221,29.2571,4.7438,,60.5501,28.748,66.4601,8.8636,,,30.6891,95.2913,4.54,36.425,,30.9191,9.5535,4.7529,5.0443,24.3351,10.8909,30.5707,11.3196,60.2979,11.4903,94.0848,29.6891,112.7119,9.1695,27.1731,20.7018,,16.9209,24.1776,8.2323,1.1652,8.604,7.4296,196.3572,,51.2345,49.1796,11.5793,39.1924,31.247,6.6862,11.5162,7.1482,9.2417,,33.5531,8.0208,7.0583,6.3932,59.8152,74.0041,19.4473,134.466,7.5183,43.4082,40.2547,12.584,,38.1474,25.0729,42.4854,1.2341,23.2367,,10.0542
2020-03-16 14:03:00,,33.8053,0.8139,,17.8981,25.8029,7.7349,173.8818,10.5632,12.6886,106.8277,0.4003,7.594,17.2616,26.3406,3.982,85.9955,25.9508,28.6101,12.8696,21.3141,32.124,2.995,133.6058,29.3687,4.7414,,60.3238,28.8462,66.3163,8.8096,246.5706,90.6876,30.6809,95.0093,4.5367,36.25,24.1843,30.9667,9.565,4.7099,5.017,24.2047,10.7842,30.5485,11.3124,60.4219,11.5135,,29.456,112.4723,9.188,27.3227,20.7219,20.8163,16.6984,24.0336,,1.1944,8.5892,7.414,196.1553,,51.4668,49.1886,11.5468,38.838,30.7112,6.6182,11.4799,7.0472,9.2644,,33.5804,8.0094,7.0196,6.3145,59.5233,73.429,,134.4956,7.4443,43.7029,40.2507,12.5297,,38.0361,25.0118,42.3633,1.2443,23.1844,,10.0106
2020-03-16 14:04:00,,33.7568,0.8252,40.5064,17.8173,25.6895,7.7064,173.4515,10.5055,12.6656,106.1424,0.4011,,17.2517,26.271,3.979,85.7012,25.9051,28.4564,12.8134,21.0765,32.1923,2.9942,132.2639,28.8197,4.7383,,60.1751,28.7731,65.9629,8.77,246.3484,90.3687,30.5836,94.5844,4.53,36.0407,23.9745,30.8626,9.4668,4.5954,5.02,24.1785,10.6972,30.5083,11.3152,60.1231,11.4733,,29.0503,112.6041,9.0623,27.3214,,20.7101,16.7249,23.9839,,1.1859,8.5318,7.398,195.4129,,51.2141,48.8893,11.52,38.4639,30.3428,6.5795,11.4264,7.0046,9.2551,,33.3744,8.0106,6.9517,6.2691,58.7846,72.9674,19.1326,133.7336,7.3833,43.8727,40.1025,12.4134,72.5086,37.6289,24.9033,42.0938,1.2459,,,9.9238
2020-03-16 14:05:00,30.4127,33.7581,0.85,40.5061,17.8224,25.699,7.691,173.3384,10.4992,12.6794,105.636,0.4051,7.5445,17.2628,26.161,3.9703,85.1804,25.9051,28.3709,12.7962,21.091,32.28,2.9944,132.001,28.8932,4.7374,97.2593,60.1867,28.7574,65.8457,8.7168,246.2608,90.4757,30.5923,94.7997,4.5207,,23.955,30.8905,9.3522,4.6336,5.0132,24.1709,10.7494,30.4681,11.3231,60.0412,11.45,,29.1188,112.552,9.0017,27.3555,20.7121,20.5554,16.8342,23.9519,,1.179,8.5114,7.3959,195.5183,,51.1449,48.8892,11.483,38.6252,30.3248,6.6052,11.4475,7.0031,9.2678,,33.3107,8.0139,6.9517,6.306,58.5761,72.9031,19.0153,133.5126,7.3609,43.767,40.0028,12.3665,72.4891,37.3538,24.7442,42.1343,1.2485,23.1142,,9.8354
2020-03-16 14:06:00,29.5329,33.7528,0.8362,40.489,17.8234,25.6565,7.7008,173.8494,10.5478,12.6806,105.7672,0.3897,7.555,17.2595,26.1921,3.9636,85.1961,25.9357,,12.7867,21.1684,32.3394,2.995,131.7196,28.9265,4.7457,96.33,60.1048,28.7942,66.164,8.6832,,90.7142,30.5891,94.9021,4.5061,36.212,23.9417,31.0275,9.4099,4.6305,4.9881,24.1624,10.8125,30.4221,11.3187,60.1689,11.5072,,29.3564,112.7109,9.0278,27.3717,20.73,20.6557,16.8827,23.949,,1.1943,8.5165,7.4151,197.1746,,51.1947,49.2746,11.4494,38.7907,30.3558,6.5777,11.4409,7.031,9.2695,,33.259,8.0329,6.9577,6.317,58.5047,72.8372,18.9002,133.3925,7.3788,44.0157,40.0231,12.4367,72.4532,37.2361,24.9205,42.2163,1.2495,22.99,,
2020-03-16 14:07:00,29.1186,33.7569,0.8349,40.4688,17.8326,25.654,7.707,174.1768,10.562,12.6856,105.8771,0.3748,7.5163,17.2584,26.1199,3.961,85.283,25.9961,28.4383,12.7109,21.1256,32.3167,2.995,131.8109,28.8483,4.7501,96.69,60.048,28.8003,66.3223,8.6525,246.486,91.1881,30.5856,94.8225,4.4963,36.2063,23.7905,30.9955,9.3714,4.6225,4.9772,24.132,10.7629,30.4017,11.3113,60.1471,,93.8287,29.5272,112.7609,9.0064,27.46,20.7211,20.6775,16.858,23.9543,,1.1982,8.515,7.4167,198.2352,,51.2775,49.316,11.4901,38.617,30.5366,6.5447,11.4342,7.0041,9.2622,,33.2058,8.0471,6.9496,6.3378,58.4057,72.6456,18.5573,133.1808,7.3439,43.9202,40.0073,12.3939,,36.9609,24.9912,42.0581,1.2451,23.0174,,9.8299
2020-03-16 14:08:00,29.1517,33.7543,0.8298,40.4509,17.8783,25.657,7.7106,174.2246,10.6057,12.7304,105.8948,0.3757,7.5218,17.2589,26.0967,3.9723,85.2836,26.0881,28.4631,12.7419,21.1685,32.3744,2.997,133.4015,28.8694,4.7494,96.6891,60.0826,28.8297,66.3831,8.6476,246.473,91.2578,30.5991,94.8228,4.4747,36.1986,23.7717,30.986,9.3995,4.6,4.99,24.1043,10.7192,30.444,11.3441,60.172,11.5377,,29.5799,112.8311,9.0027,,20.7495,20.5701,16.9311,24.2974,8.1719,1.202,8.5367,7.4298,200.6114,,51.3662,49.4736,11.4264,38.6197,31.3681,6.587,11.4675,6.989,,,33.3683,8.0955,6.9436,6.3589,58.4818,72.3992,18.5308,133.5804,7.3766,43.8168,40.0923,12.3959,73.1121,37.0133,25.1248,42.0631,1.2497,23.0347,,9.8235
2020-03-16 14:09:00,,33.759,0.8294,40.479,17.8514,25.6469,7.7153,174.1462,10.612,12.7286,105.8822,0.3798,,17.254,26.023,3.9859,85.484,26.066,28.37,12.6701,21.2539,32.42,3.014,134.767,28.9981,4.7501,96.9496,60.0435,28.799,66.2736,8.6574,246.2213,90.9998,30.6579,95.0217,4.4833,36.135,,30.9458,9.4063,4.6093,4.977,24.1233,10.7486,30.4248,11.3356,60.1798,11.4944,94.0008,29.7076,112.6609,9.0116,27.334,20.7016,20.6087,,24.2582,7.8745,1.2078,8.5107,7.4249,200.5529,,51.357,49.6,11.4085,38.6851,31.1736,6.5959,11.4637,6.9737,9.2689,,33.3115,8.1134,6.9116,6.3528,58.2908,72.6336,18.546,133.5978,7.3367,43.8283,39.9756,12.3539,,36.8155,25.1066,41.9283,1.2521,23.0751,,9.8281
2020-03-16 14:10:00,29.2234,33.8945,0.8299,40.4961,17.9644,25.6709,7.7446,174.3401,10.6243,12.7578,105.8947,0.3797,7.56,17.2298,26.0516,3.9943,85.7485,26.0188,28.3714,12.6095,21.2683,32.4179,3.0453,134.8566,29.0817,4.7593,97.3654,59.8573,28.8085,66.2733,8.6693,246.5416,90.4835,30.7171,95.1485,4.47,36.1644,23.6928,30.9848,9.4511,4.6082,4.9436,24.1798,10.7571,30.4511,11.3677,60.2301,11.608,93.7899,29.8374,112.5316,9.2459,27.3429,20.6605,,16.8833,24.2929,7.5372,1.2162,8.5093,7.4848,199.4758,130.0216,51.5401,49.5623,,38.9098,31.0822,6.5907,11.5065,6.9667,9.2767,,33.2126,8.1291,6.9463,6.382,58.306,73.7619,18.5545,133.5606,7.3515,43.9117,40.0341,12.3715,,36.8295,25.2081,41.8256,1.2611,23.0204,,9.8087
2020-03-16 14:11:00,,33.987,0.8315,40.3817,17.9875,25.6621,7.7862,174.3332,10.6109,12.8086,105.965,0.38,7.5524,17.236,26.0193,3.9954,86.0932,26.0274,28.3681,12.6745,21.2816,32.4154,3.0423,134.5994,29.0798,4.7561,98.0433,59.4958,28.8715,66.2544,8.6831,246.4011,90.0863,30.7647,95.2125,,36.1437,23.6423,30.9999,9.4363,4.6024,4.9432,24.2036,10.769,30.4749,11.3433,60.1601,,94.0197,29.9076,112.4649,9.2825,27.337,20.6095,20.6982,,24.3654,7.5248,1.219,8.5062,7.5075,199.088,,51.6722,49.573,11.4141,38.9044,31.2386,6.5866,11.5229,6.9732,9.2782,,33.3332,8.1405,6.9648,6.3855,58.4035,74.2637,18.5217,133.6529,7.3914,43.918,40.044,12.4245,72.5234,36.8567,25.327,41.7697,1.2601,,,9.8205
2020-03-16 14:12:00,,33.9802,0.8346,40.4779,17.9683,25.6131,7.7824,174.2594,10.6169,12.8387,106.1554,0.3799,7.523,17.2312,26.008,,86.5319,26.0444,28.2792,12.7531,21.2964,32.3969,3.0551,134.5081,29.3113,4.7456,98.5165,59.4277,28.8493,66.2135,8.67,246.2741,89.9447,30.8059,95.1331,4.4659,36.1101,23.6205,30.9793,9.4532,4.6017,,24.2084,10.755,30.4453,11.3398,60.106,,94.2722,29.8682,112.5603,9.2809,27.3426,20.672,20.6894,16.8722,24.4822,7.5855,1.2323,8.5123,7.5429,199.4567,,51.7443,49.4255,11.339,38.8923,31.4518,6.5705,11.4988,6.9834,9.269,,33.2107,8.1338,6.9828,6.3993,,74.584,18.5373,133.901,7.3941,43.9283,40.0646,12.3822,72.037,37.1231,25.4834,41.9899,1.2657,23.0243,,9.8296
2020-03-16 14:13:00,29.2801,33.8709,0.8353,40.4461,17.9563,25.6579,7.7507,174.038,10.5644,12.8171,,0.3796,7.5194,,25.9747,3.9997,86.5161,25.9988,28.1972,12.8052,21.1862,32.2013,3.07,134.0875,29.3016,4.7486,98.6222,59.2827,28.797,65.9628,8.6584,245.9908,89.4034,,94.9972,,,,30.9119,9.4641,4.6067,,24.155,10.7108,30.3991,11.3066,60.0428,11.5879,94.3006,29.7484,112.5022,9.1804,27.3223,20.6855,20.6319,16.8223,24.4379,7.7195,1.2373,8.5201,7.5492,199.1617,,51.5849,49.2612,,38.7661,,6.5077,11.4373,6.9232,9.2665,,33.3381,8.1144,6.9445,6.3594,58.0578,74.2267,18.5111,134.0143,7.3286,43.9528,39.8339,12.2455,71.4089,37.0753,25.4378,41.8936,1.2548,,19.2211,9.8002
2020-03-16 14:14:00,29.1544,33.7785,0.8445,40.3424,17.9579,25.6409,7.7078,173.7251,10.5556,12.8143,105.9278,0.3797,7.5035,,25.9418,3.9972,86.4448,25.9621,28.1006,12.8285,21.1723,32.1016,3.0536,133.9125,29.1763,4.7509,98.5657,59.2635,28.7536,65.8378,8.6577,245.6347,89.3167,30.8317,94.8243,4.4518,35.8094,23.1762,30.8337,9.5069,4.6006,4.9242,24.1016,10.68,30.2708,11.3132,59.9943,11.544,,29.6998,112.5396,9.1441,27.1204,20.6712,20.5316,16.7824,24.4231,7.7983,1.2354,8.5504,7.5568,199.4443,,51.597,49.2785,,38.619,31.3434,6.4951,11.4185,6.9078,9.2671,,33.2533,8.1278,6.9153,6.3705,58.1235,74.0532,18.4442,133.7953,7.3084,43.9323,39.7949,12.1627,,37.0326,25.5576,41.8514,1.2439,22.9208,19.0145,9.7048
2020-03-16 14:15:00,,33.773,0.8414,40.2847,17.9509,25.6742,7.711,173.4026,10.523,12.8151,105.9265,0.3783,7.4998,17.2322,25.9466,3.9998,86.4482,25.9961,28.0839,12.8799,21.091,32.0926,3.0467,134.4303,29.0958,4.7569,98.5675,59.2155,28.6752,65.6775,8.6529,,89.3001,30.719,95.0474,4.4415,35.6673,23.0507,30.8174,9.5005,4.6038,4.8795,24.1184,10.6,30.223,11.3262,59.8681,,93.9897,29.5424,112.5078,9.1452,27.145,20.6251,20.4401,,24.4651,7.637,1.2332,8.5277,7.5552,199.3327,,51.6693,49.2485,11.3301,38.6884,31.0623,6.5414,11.4267,6.8941,9.2692,19.56,33.3388,8.1236,6.9004,6.4519,58.0124,73.4711,18.3224,133.6874,7.2825,43.8475,39.7879,12.1559,71.2474,36.9736,25.792,41.8665,1.2489,22.895,18.7973,9.694
2020-03-16 14:16:00,29.0359,33.7573,0.8295,40.2383,17.9587,25.7045,7.6969,173.3217,10.5303,12.83,105.829,0.379,,17.2284,25.9538,3.9958,86.4095,26.0196,28.1175,12.8563,21.0387,31.9779,3.0461,135.1329,29.2309,4.7472,98.4787,59.1636,28.5751,65.5928,8.6404,245.3591,89.143,30.7261,95.0989,4.4418,35.7296,23.0588,30.8161,9.456,4.6053,4.8579,24.1162,10.56,30.142,11.3247,59.77,11.4794,93.6436,,112.2699,9.1307,27.0055,20.5693,20.3568,16.7107,24.4744,7.685,1.2328,8.5025,7.5552,198.3574,,51.5605,49.2303,11.33,38.7717,31.0298,6.5814,11.4415,,9.2656,19.5908,33.3389,8.0666,6.916,6.5083,57.9768,73.2303,18.2806,133.5851,7.2523,43.882,39.7734,12.1398,,36.8031,25.8007,41.8577,1.2673,22.8543,18.7465,9.6818
2020-03-16 14:17:00,29.1133,33.6953,0.8279,40.1882,17.943,25.7161,7.6911,172.8847,10.5172,12.8862,105.5876,0.3798,7.4906,17.208,25.8471,3.9949,86.3591,25.9784,28.03,12.8426,21.0524,31.7748,3.0491,134.7074,29.22,4.7466,97.6567,59.0869,28.64,65.5443,8.6417,245.6756,88.8046,30.6549,95.0044,4.424,35.7047,22.9934,30.826,9.3991,4.6049,4.8562,24.0544,10.5155,30.1595,11.327,59.7334,11.4897,93.2196,29.2355,112.3032,9.1384,26.9194,20.5836,20.31,16.6984,24.4269,7.8761,1.3133,8.5219,7.6092,198.19,127.3631,51.5364,49.1337,11.3061,38.7648,31.0703,6.6054,11.4752,6.8921,9.271,19.2515,33.3739,8.0668,6.9455,6.508,58.0895,73.0934,18.2429,133.3931,7.242,43.8694,39.6831,12.1046,71.0265,36.5395,25.9288,41.8519,1.31,22.9442,18.735,9.6511
2020-03-16 14:18:00,29.0752,33.6019,0.8303,40.1831,17.9318,25.8196,7.6826,173.1291,10.5163,12.9352,105.5359,0.3797,7.495,17.2003,25.8809,3.9994,86.3369,25.9889,28.0332,12.8609,21.1229,31.7328,3.0543,134.5635,29.1266,4.7647,98.2899,59.1434,28.6675,65.6554,8.6745,,89.0152,30.5982,95.5607,4.3933,35.7755,23.0363,30.9967,9.3933,4.6018,4.7859,23.9637,10.5222,30.116,11.3399,59.7155,11.4915,93.2894,29.0629,112.4946,9.2557,26.9437,20.6461,20.286,16.7136,24.5818,7.9856,1.332,8.5528,7.5946,198.9148,,51.6758,,11.237,38.7333,31.0305,6.5889,11.4956,6.8956,9.2438,,33.3192,8.0747,6.9792,6.5748,58.2204,73.2069,18.2233,133.2304,7.2761,43.8122,39.6808,12.1326,,36.6379,25.9167,42.0508,1.3252,22.8703,18.7063,9.6547
2020-03-16 14:19:00,29.0434,33.6025,0.8286,40.1441,17.9244,25.8328,7.668,173.0973,10.5099,12.9488,105.4667,0.3843,7.49,17.2043,25.828,3.9914,86.2745,26.0083,27.8754,12.861,,31.5233,3.0541,134.015,29.0835,4.7501,97.5292,59.1972,28.7099,65.7348,8.6774,245.4972,89.5161,30.5514,95.5152,,35.73,23.003,31.016,9.3846,4.5968,4.7502,23.9678,10.5746,30.0672,11.3304,59.5759,11.4457,93.2249,,112.7226,9.3737,27.0418,20.5809,,16.666,24.6424,8.006,1.3316,8.5561,7.5449,198.2248,124.3544,51.537,49.2967,11.128,38.616,30.9954,6.56,11.4875,6.8801,9.2097,,33.2697,8.0673,7.0536,6.5778,58.1678,73.3297,18.0884,133.2651,7.2505,43.7696,39.7678,12.0432,71.0158,36.6814,25.951,42.3398,1.3325,,18.6686,9.6899
