VNQI: Vanguard Global ex-U.S. Real Estate Index Fund ETF
Inception Date: 2010-11-01
Fund Holdings as of: 2020-02-07
Total Assets Under Management (in thousands):	5737185
Shares Outstanding: 98611000
Expense Ratio: 0.12%
Tracks This Index: S&P Global ex-U.S. Property Index
ETFdb.com Category: Global Real Estate
Issuer: Vanguard
Structure: ETF
ETF Home Page: https://etfdb.com/etf/VNQI


Holding,Symbol,Weighting
ZongTai Real Estate Development Co Ltd,3056,0.0149%
Hung Poo Real Estate Development Co Ltd,2536,0.0149%
Eco World Development Group Bhd,ECOWLD,0.0148%
Kee Tai Properties Co Ltd,2538,0.0145%
Ooedo Onsen Reit Investment Corp,3472,0.0143%
Is Gayrimenkul Yatirim Ortakligi AS,ISGYO,0.0141%
Brigade Enterprises Ltd,BRGD,0.014%
ALAM SUTERA REALTY Tbk PT,ASRI,0.0138%
Intu Properties PLC,INTU,0.0138%
Shanghai Shibei Hi-Tech Co Ltd,900902,0.0138%
Huang Hsiang Construction Corp,2545,0.0137%
Greattown Holdings Ltd,600094,0.0136%
Huafa Industrial Co Ltd Zhuhai,600325,0.0136%
Hangzhou Binjiang Real Estate Group Co Ltd,002244,0.0135%
Glory Land Company Ltd,2329,0.0135%
King's Town Construction Co Ltd,2524,0.0133%
Palm Hills Developments Company SAE,PHDC,0.0131%
Slate Office REIT,SOT.UN,0.013%
Quabit Inmobiliaria SA,QBT,0.0127%
Mahindra Lifespace Developers Ltd,MLIFE,0.0127%
Deyaar Development PJSC,DEYAAR,0.0125%
San Far Property Ltd,9946,0.0124%
Tahoe Group Co Ltd,000732,0.0123%
DaFa Properties Group Ltd,6111,0.0117%
Shining Building Business Co Ltd,5531,0.0115%
Modernland Realty Tbk PT,MDLN,0.0113%
Univentures PCL,UV-F,0.0112%
RAK Properties PJSC,RAKPROP,0.0111%
Jingrui Holdings Ltd,1862,0.0107%
Suning Universal Co Ltd,000718,0.0105%
D.M. Wenceslao & Associates Inc,DMW,0.0105%
Capital & Regional PLC,CAL,0.0103%
Musharaka REIT,4335,0.0102%
