IGM: iShares Expanded Tech Sector ETF
Inception Date: 2001-03-13
Fund Holdings as of: 2020-02-07
Total Assets Under Management (in thousands):	2064315
Shares Outstanding: 7900000
Expense Ratio: 0.46%
Tracks This Index: S&P North American Technology Sector Index
ETFdb.com Category: Technology Equities
Issuer: iShares
Structure: ETF
ETF Home Page: https://etfdb.com/etf/IGM


Holding,Symbol,Weighting
Itron Inc,ITRI,0.031%
Synaptics Inc,SYNA,0.0307%
Brooks Automation Inc,BRKS,0.0302%
Advanced Energy Industries Inc,AEIS,0.0295%
Varonis Systems Inc,VRNS,0.0294%
Liveramp Holdings Inc,RAMP,0.0293%
Vishay Intertechnology Inc,VSH,0.0288%
Teradata Corp,TDC,0.0285%
LivePerson Inc,LPSN,0.0285%
Blackline Inc,BL,0.0284%
Rapid7 Inc,RPD,0.0282%
Cloudera Inc,CLDR,0.0278%
Acacia Communications Inc,ACIA,0.0277%
Exlservice Holdings Inc,EXLS,0.0272%
Lattice Semiconductor Corp,LSCC,0.0271%
Fabrinet,FN,0.0255%
CarGurus Inc,CARG,0.0254%
Insight Enterprises Inc,NSIT,0.0253%
CommScope Holding Company Inc,COMM,0.0253%
Zoom Video Communications Inc,ZM,0.0244%
Elastic NV,ESTC,0.0243%
Box Inc,BOX,0.0242%
Avaya Holdings Corp,AVYA,0.0241%
ManTech International Corp,MANT,0.0239%
Yelp Inc,YELP,0.0237%
SailPoint Technologies Holdings Inc,SAIL,0.0233%
Sanmina Corp,SANM,0.0232%
Pinterest Inc,PINS,0.0231%
Dynatrace Inc,DT,0.0226%
Verra Mobility Corp,VRRM,0.0226%
Rogers Corp,ROG,0.0226%
Pros Holdings Inc,PRO,0.0225%
Plexus Corp,PLXS,0.0222%
Commvault Systems Inc,CVLT,0.0221%
SPS Commerce Inc,SPSC,0.022%
Diodes Inc,DIOD,0.0218%
Evertec Inc,EVTC,0.0218%
Belden Inc,BDC,0.0216%
Progress Software Corp,PRGS,0.0215%
8x8 Inc,EGHT,0.0213%
AppFolio Inc,APPF,0.0212%
Ambarella Inc,AMBA,0.0209%
FormFactor Inc,FORM,0.0206%
Bottomline Technologies (DE) Inc,EPAY,0.0204%
Badger Meter Inc,BMI,0.0204%
Onto Innovation Inc,ONTO,0.0202%
Netscout Systems Inc,NTCT,0.0198%
Rambus Inc,RMBS,0.0198%
Appian Corp,APPN,0.0195%
Ubiquiti Inc,UI,0.0191%
EchoStar Corp,SATS,0.019%
Workiva Inc,WK,0.019%
InterDigital Wireless Inc,IDCC,0.0189%
Zillow Group Inc,ZG,0.0186%
SVMK Inc,SVMK,0.0179%
Alarm.com Holdings Inc,ALRM,0.0178%
CSG Systems International Inc,CSGS,0.0177%
Instructure Inc,INST,0.0175%
Kulicke and Soffa Industries Inc,KLIC,0.0174%
2U Inc,TWOU,0.0173%
Pluralsight Inc,PS,0.0172%
OSI Systems Inc,OSIS,0.0169%
Cardtronics PLC,CATM,0.0168%
KEMET Corp,KEM,0.0163%
Virtusa Corp,VRTU,0.0162%
Fitbit Inc,FIT,0.0162%
Yext Inc,YEXT,0.016%
Altair Engineering Inc,ALTR,0.0158%
NIC Inc,EGOV,0.0151%
Knowles Corp,KN,0.0149%
TTM Technologies Inc,TTMI,0.0147%
Groupon Inc,GRPN,0.0147%
